"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6137.60045786761","5326.75285558236","3136.72428260526","2958.88037185647","3200.89649468569","3480.7559365251","3717.33576522762","3879.17938009678","4211.51276778797","4406.96706718618","4589.00825039977","5044.11647826468","5731.35346609213","6569.26023440631","7299.40001858866","8362.90084037119","9525.23146779778","10898.8483795634","11727.4821272949","10143.2350796867","10438.5641904169","10990.177099035","11796.2741177994","12194.0189523843","12667.3757330249","13112.7600902915","13192.9940731731","14243.8749003795","15037.0452420712","16215.3607965094","15052.9359791136","15921.705281964","17886.1783877168","19230.1899296884","",
"American Samoa","ASM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21078.7855474879","21428.5661241833","21334.5272625901","22055.9150532998","23086.2457164435","21643.9909532492","22601.8809726922","23355.0144937395","24000.9381663039","24467.112019107","25552.7238996493","24019.5911240671","23962.9657845879","25141.1012020949","26308.8627715661","27698.2159589684","30833.5176024317","33251.9731474969","32762.9135009685","28411.391371682","25831.8137914213","25028.9661387322","25597.9939556746","25211.9241075013","25565.9656842771","25748.624442696","26637.4181596117","27143.0416282234","28884.1201297316","29636.8924377024","23915.1619842858","25733.2948269644","28033.1307782063","28967.2556775267","",
"Australia","AUS","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36205.2747932163","35610.0775859051","35364.4277458853","36469.6705839561","37557.8409308368","38585.1726835041","39592.5362122889","40699.1182042282","42174.5352372581","43813.0026695656","45013.0099535152","45338.6834259568","46609.7441798787","47500.8351163647","48980.8931754432","49914.5146351829","50602.3502510337","51562.094012556","52351.5870495814","52254.3227326852","52589.8182081922","53112.5328692855","54237.5919075866","54699.3516156156","55288.1153378005","55691.6988499962","56341.5181616503","56684.6473338143","57450.3810363952","57837.0606876407","57059.7436441324","58182.3369477501","59883.6470356073","60447.1608783424","",
"Austria","AUT","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43310.9138981204","44356.4332755135","44789.3931270198","44655.582954837","45552.6071543266","46696.3933033454","47666.6738464943","48634.3798362082","50277.921079173","52067.9348570486","53599.6091696517","54098.025596484","54631.6008522165","54986.7435522313","56048.4807371446","56959.6380314693","58531.5097539258","60544.6339669472","61232.5489325809","58882.1417485441","59803.3726508486","61346.959431029","61451.5490244206","60937.2567598875","60919.8406958317","61025.9993086773","61647.779336898","62612.1399231252","63855.7814987256","64688.143803285","60349.902134992","62968.9422311889","65661.4520172699","64394.0904537356","",
"Azerbaijan","AZE","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10612.9666645849","10399.3931166437","7928.37229522939","6005.19779709532","4757.5844127957","4147.97469107883","4159.5978922991","4358.60480019062","4749.17444077969","5056.04634019211","5571.30950249852","6075.61452386132","6599.65760594523","7218.4718855466","7817.71610674925","9901.92662966046","13172.5812939603","16280.083507883","17656.9634509611","18901.8857609001","19621.3843451177","19386.7434013253","19545.0718576668","20414.8314836618","20716.1415229269","20694.7787550356","19830.3223176308","19675.9598908264","19798.8335387146","20122.7128524509","19126.094903135","20111.3756952109","21051.2687619289","21262.2979971542","",
"Burundi","BDI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1396.07762688916","1435.81956149966","1412.06054627098","1366.29215293218","1305.4520796515","1132.21878153812","1040.92231476108","1024.44995396879","1052.80703422979","1017.49777823735","988.036863486","983.396846717033","998.561288984855","955.669204427762","965.204118116021","938.381597310084","954.190853889464","951.290082556638","957.222664357035","944.629925612954","947.62141733127","951.188460391309","958.657402907725","970.375391768505","977.765840288134","918.557192941296","897.459046433604","880.993440128706","868.555507579394","855.732720083122","833.920257458019","836.665571337829","829.38715963357","828.861074309521","",
"Belgium","BEL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41658.4327142657","42264.71781962","42737.8990296235","42161.7923748917","43388.4133186836","44330.1805777546","44828.2968782855","46416.4751031238","47226.1398819855","48787.2855194828","50477.9983048125","50857.8289187403","51494.5659289724","51811.6965676494","53430.2584111939","54370.8748681406","55392.0545011526","57008.606100716","56812.7950392657","55283.0908999654","56265.0199437997","56610.2716053548","56381.693449859","56288.0022245962","57028.0625939732","57534.4013067302","57927.0475573295","58555.1572265551","59383.8822023808","60506.6647492091","57358.8417597345","60666.3364518842","62725.623762226","62933.096004294","",
"Benin","BEN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2207.06796428357","2230.46054664537","2226.56666006625","2254.24565428893","2215.36616821938","2300.14122107459","2337.63030771279","2399.78593127356","2419.10014338548","2470.68504400549","2536.16885867097","2591.06485220288","2630.18061029627","2639.04370114641","2672.84404357157","2632.47251454328","2652.21841967159","2729.13741390352","2777.61974031765","2758.07243150648","2733.57399641151","2732.01249647957","2779.7264808532","2893.0467015352","2987.38236326153","2952.00218338705","2962.66381572265","3041.77929984989","3155.4510650627","3281.10470051465","3317.8597222557","3464.2886286745","3588.33525858047","3721.2245272339","",
"Burkina Faso","BFA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1107.85590454965","1178.07704639063","1152.04476095096","1162.64923453351","1148.60721370395","1183.52861008084","1280.69608533889","1326.94230829963","1385.09310679095","1444.56690170414","1428.57400617096","1477.28491846525","1494.67801269583","1561.83310184915","1581.25620933294","1664.99543180023","1714.76034904509","1731.93046335077","1779.32710911571","1779.32305627973","1873.97146230828","1939.86659989406","2003.6646118745","2057.0639319853","2083.19844698304","2101.70266192027","2162.72578977814","2232.28781490944","2316.39432079045","2391.53626844484","2380.93171826574","2486.43093147762","2466.05331390054","2482.07225343805","",
"Bangladesh","BGD","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2069.78230100672","2101.38366035658","2174.38232866943","2234.8101219225","2279.09435302944","2351.70387946903","2413.54298201505","2475.59574602489","2555.06119218282","2624.06553797638","2712.93512215725","2803.55471950946","2866.43454328715","2958.91503115633","3071.83778764611","3231.61370692891","3407.4273502159","3608.91543819399","3787.9382761855","3942.13631207203","4125.46390163202","4352.42643359325","4592.04840919812","4822.72621378266","5068.63965672741","5352.71133299566","5682.53553494306","6005.70718781048","6392.59334024091","6838.32611608243","7015.19792797056","7441.06913961254","7888.16389098304","8242.39798977242","",
"Bulgaria","BGR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14955.0426448692","13828.3194355765","12961.1090357027","12871.520092826","13150.1059794303","13586.8455589621","14368.0035051479","12415.2593015888","12971.9624798702","11949.6326243126","12559.6680364124","13302.0901500955","14392.2252296581","15266.417875319","16383.5233952195","17672.1697425941","19018.2322678952","20433.4718592357","21838.707652519","21244.1674706215","21717.0793788419","22313.6280770437","22611.3066237314","22614.7929605177","22959.6388322803","23891.6648876338","24788.0274318887","25655.4038240836","26500.1423338492","27698.4796347387","26969.1645136983","29305.3547082553","31564.7775384627","33141.7699179908","",
"Bahrain","BHR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41856.54450772","47644.0236872821","49511.9477370383","54433.1378404945","52886.5791705058","53537.6827292454","54289.437765662","54512.8551236215","55638.693177109","56522.2261626048","57968.9959395924","57280.6986376651","55096.6571216069","54431.8766751746","54045.0926175729","53478.2662201334","52691.9326137642","52731.7920339006","52765.3897251989","50665.7506530884","50704.8479679819","53132.3284162611","54516.8406594787","55376.4005147894","55065.8189472129","54149.9131524721","54107.0752236423","53859.7749589601","54893.0724411368","56749.9628370612","53814.2452592358","54954.6757895532","57465.1729784449","57213.0913557711","",
"Bahamas, The","BHS","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33062.5459044975","31139.8506228369","29404.3305021882","28946.934061205","29337.8298239309","30119.4356257911","30898.8362446941","30830.0602346","31827.2719668637","33648.0206403687","34587.1051052633","35062.1707533404","35600.3270153467","34730.6648009369","34607.7421037921","35355.1860512693","35778.7287115087","35786.7131487301","34488.0069457595","32620.7778123372","32701.9503894723","32526.2047595974","33167.6065247753","31921.7118444477","32226.9236150679","32290.6997350712","31756.8406185759","32442.7229938499","33106.6940523959","32495.3338730491","25457.0803884989","29340.4723479708","32408.7118597651","33105.603858971","",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2413.3000950881","2182.94883543371","2150.34214665396","2281.28659084583","2657.1003647218","3089.56129801044","4567.77484573171","6019.36859023191","6897.47318701777","7479.32627647592","7828.43183333384","7980.40864321837","8364.47975274001","8707.65444208198","9342.35991480165","9811.87475831722","10427.654318128","11175.5158266808","11980.5517224451","11823.5233726032","12139.6515759856","12484.3477306617","12623.5882765999","13132.244689017","13455.2947498542","14220.5052185127","14874.0749749059","15555.1127746842","16349.239980436","17029.7942375326","16747.5238832855","18286.9087810368","19298.3776071605","19847.2700308914","",
"Belarus","BLR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12351.635710338","12197.7878026309","11002.6017504808","10143.9840138797","8967.73073413132","8061.1960315697","8314.85656198191","9301.32717453853","10128.1560437714","10519.748915045","11182.4548435585","11771.0872103845","12443.932258963","13413.9265577357","15052.1182037571","16579.8731658252","18349.8719017491","20019.6111631326","22137.9472851246","22236.8387652895","24012.6132979938","25404.7566034489","25879.1319443906","26147.6253573925","26564.4347191137","25513.2132931209","24846.8301529772","25503.9809859339","26363.4629821252","26798.8206427959","26731.4953813506","27611.1801135156","26537.5083074865","27718.3231175409","",
"Belize","BLZ","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8243.73265496349","9019.60575532108","9957.97110281732","10356.6709076744","10136.4465752972","9958.20429148513","9773.26139796062","9852.85726749046","9884.91662320291","10450.5526385183","11352.7191202799","11555.9072108358","11816.5976090456","12577.0971520133","12794.8058593089","12702.741981785","12900.1113839766","12962.4668939683","12398.5125618524","12024.1964682061","11868.4382399083","11584.2851607068","11761.5639088012","12026.0711025081","12249.2214195699","12339.4807382581","12062.7981699713","11574.452447147","11486.8029426009","11803.0879992669","10032.544497569","11677.4610095172","12569.8179433088","12455.2960650024","",
"Bermuda","BMU","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79109.890649762","75754.4942593697","75160.9321663261","76883.8137964547","76850.9122386413","79784.2140103662","81466.1999168087","84698.2035695053","87330.9630610137","89568.6772949348","97236.2489313222","103724.861799997","101739.790228562","104798.346289682","106941.298273495","108461.234809082","114250.093078247","117742.118949933","115015.749468771","108091.644563183","105121.639688862","101174.504103747","95937.8559207527","95777.8589383651","92298.3878105064","93109.4546037139","92519.4007720085","95666.1631169636","94874.5782443817","94755.4328108431","87894.4011744071","92276.2346046359","98057.4470976206","98041.688720843","",
"Bolivia","BOL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5124.48798003521","5283.11825383097","5261.66167660444","5378.54409619278","5521.66025324681","5671.82158147782","5810.67445599166","5989.41431819454","6180.54968783297","6099.51152094395","6146.02929250873","6144.97829336289","6193.26347365023","6255.5155813074","6407.83811661308","6579.31228729913","6778.38492393241","6967.56987897155","7272.16624073984","7392.16259133447","7571.67809088388","7837.49318637041","8108.20518658277","8524.03213224208","8851.71163169903","9141.92841760819","9390.79064490474","9642.81396069058","9907.0625569677","9985.23048827288","9000.97564781423","9454.19814726348","9681.70742674425","9843.97014174079","",
"Brazil","BRA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12633.288457041","12546.5605015305","12271.9788488259","12669.428721959","13202.9308022136","13550.4393746368","13641.6296006557","13896.6249911865","13737.7026444226","13602.4137078439","14005.347188511","14016.1313783123","14265.9048781372","14259.3664100397","14911.2609620174","15221.0138293364","15657.4795729144","16440.5837413089","17113.3679835935","16939.4407823485","18062.1581117688","18627.8104543865","18832.2195541702","19241.5059830671","19183.172746126","18357.0690632249","17620.9272447823","17724.4799591551","17917.7492137276","18018.6209165513","17327.5157262925","18075.7060063108","18554.0461842977","19018.2390697496","",
"Barbados","BRB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16976.7616479779","16264.9294890215","15286.3563896023","15362.7272249424","15636.1161882929","15925.5215850408","16543.3287120393","17320.3674613209","17963.1390792697","18017.6925983971","18851.5756916067","18380.2588935019","18404.1494852828","18689.3418508377","18845.2406825102","19488.0025668841","20571.8104442863","20899.9910667503","20922.4076922749","19770.5266589765","19253.4088733958","19050.5673740077","18936.0888111766","18695.6832903666","18665.1769798481","18464.6630889427","18754.6651416375","18740.3488338921","18484.6976381599","18572.509535997","15749.0380167909","15683.8847128096","18469.5765888638","19224.4621182944","",
"Brunei Darussalam","BRN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118163.683197804","118220.683618951","111457.220909813","107899.136176771","106239.232213533","105043.852684028","102522.125235775","106503.420292059","97171.6371135151","99083.3206556618","100323.440021864","99680.7624772261","101571.583792615","103226.914281632","101497.754704576","99795.6851205821","102248.510372603","96752.6202630515","91275.5001404953","87875.8282313568","88586.5131929201","90279.6633402819","89718.4636612666","86606.6517156585","83310.6150641982","81910.1883952688","78880.6229079102","78966.8642961288","78099.0507722008","80228.159656274","80280.8979480569","78248.7971101454","76357.8291017772","76828.3998314969","",
"Bhutan","BTN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3411.38375844855","3338.00942057218","3624.59781548339","3850.55128929258","4042.49417838263","4379.87046581859","4616.91979149618","4778.70511827039","4965.87646101169","5241.36663500719","5287.57434451931","5545.63055320068","5991.25496849954","6323.54119493941","6517.99682620022","6850.80440897429","7140.85609157052","8195.07074448444","8470.03470902473","9019.1186065228","9985.28455357031","10714.6865627638","11143.94452973","11212.4794211376","11744.5189049643","12400.2983217758","13320.9758970472","13482.3425253264","13854.8543922424","14555.1883979698","12979.9369446336","13458.8126642925","14061.3120213689","","",
"Botswana","BWA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10520.9402101702","11001.8241681256","11008.7038449944","10902.9738818681","10989.6928392675","11457.7231907436","11832.9633106934","12526.3782064571","12306.2759909746","13207.4747286459","13185.8444887173","12949.6671581051","13479.7240185617","13857.2875558192","13984.8705051183","14361.9874084803","15275.6145509753","15850.2672108739","16040.348578943","13489.9788846597","14545.3782963808","15237.1114248701","14957.9977222551","16369.8276164059","17052.2296573784","15994.99746552","16905.6237901209","17352.9293381836","17824.9505251476","18106.0168508915","16289.4202155885","17961.3576218457","18648.1355964132","18846.2504612042","",
"Central African Republic","CAF","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1481.25255094258","1427.69018313539","1294.20254725767","1257.8284033824","1278.91509145063","1334.10322981784","1247.9687525828","1278.48826062781","1302.75142830782","1313.23570902088","1245.81399563599","1272.85710758505","1290.38314917126","1191.8731520062","1236.28534712166","1219.5939445674","1251.87082171335","1284.55283590666","1283.2728263106","1402.68164770801","1479.41367757692","1517.14839091011","1577.98053252253","996.896355923912","1001.85598053496","1043.92171697157","1073.94477703739","1103.86609318724","1125.70091748228","1145.09563657752","1136.57052993758","1128.55237996459","1137.34726560057","1135.13627681714","",
"Canada","CAN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40429.9922862543","39095.6812463637","38979.6806450723","39578.3094232681","40906.4840226534","41571.3294727183","41833.8652491035","43193.0370232467","44503.6164273098","46412.7488526304","48345.3518124209","48719.795956871","49639.6085775214","50083.892303641","51153.5918853671","52298.192678437","53136.4812073413","53701.9303365541","53651.8034598593","51494.9536821882","52499.8506560483","53621.2879642754","53974.5675251608","54651.1873758517","55661.3651246938","55598.818909051","55544.1672980214","56549.2192664333","57273.573246258","57519.6534956693","54032.5783238699","56575.0175664858","57681.4385853329","56714.1999131081","",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17293.4752227808","15451.8112580391","14722.2842390398","14768.1384655692","15310.3350636233","16208.3587220234","16971.1423204148","17273.8082314135","17729.8086308124","18056.2249969226","18871.4625371128","19596.1061146525","20443.1949870117","21316.5581933773","22676.5123327718","23848.3048172544","25502.8617932187","27215.8128035576","28479.4507112685","27525.4920321741","27972.375815199","29066.6926523589","29402.047022036","29653.520516225","30695.7006314974","31991.229125495","32976.2166942241","34797.3583837363","36649.4568309685","38186.7807936152","37004.4781799675","39961.8135201231","41764.3713121763","42113.0362763709","",
"Switzerland","CHE","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63963.1812149831","62590.2179772865","61876.8653272579","61238.6534994617","61523.8335826648","61407.9529844665","61425.4792065516","62663.3765455572","64370.5052980162","65129.4373762887","67328.3096274471","67957.7954247775","67396.2734617685","66876.4236498393","68212.7029084361","69640.7949210933","72024.2864071455","74179.1248698427","75299.1931546467","72655.7706576957","74235.0442170363","74745.2912731834","74827.9570272102","75298.1464834021","76132.9722101659","76509.1679305303","77243.7566847165","77569.2048409569","79202.443624087","79537.5410592465","77267.4137117795","80812.5910974037","82203.0592757056","81757.6877903506","",
"Channel Islands","CHI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11065.1018519279","11731.9441783857","12833.4069907219","13467.8080370641","13933.8411798761","14958.0034466115","15751.5046901056","16691.0762231624","17164.3455059045","16903.3859978883","17532.8036452455","17877.9810359002","18248.0407377004","18910.9948496853","19970.5627347261","20927.5178289954","21977.979056884","22888.7162082252","23519.8856016889","23023.4724446477","24127.1342478616","25377.1708049646","26681.9594386373","27303.0867868966","27516.8705266845","27823.3271405007","27970.7444523462","27904.9823894821","28504.9065695833","28230.661999104","26259.8426100998","29107.3294950456","29559.6561552202","29464.8961488736","",
