"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Cuba","CUB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1637.46649787982","1344.09594349914","1170.21590412447","972.44217120154","998.032087316578","994.182505276393","1081.97615394605","1108.01445769321","1035.20266546649","1073.37773882122","1146.62965504967","1116.77994621466","1037.52939903133","1029.43346967314","1003.51882706152","946.329944254021","943.950122138325","896.176370398525","951.380570130012","922.433325080438","1000.18410148569","969.828922638862","989.672645686508","939.539657450213","957.502047515328","977.911020303909","960.436964626777","923.435423623599","879.967792727537","865.534592725481","854.374889761112","814.636458485932","815.615862798832","","",
"Curacao","CUW","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10030.0492449646","10062.4148855845","10501.7044826017","8854.40813463122","8996.97465827712","9055.60324903582","9222.04468749573","16168.0449282169","18842.8899122431","14703.0318928324","15737.4929646986","16822.3232965303","16514.1127118309","15429.1801756291","15940.4432872767","14857.2079227624","14173.7542929601","15739.9605046222","14857.6293771313","15357.3651335183","13360.0021450019","14346.8108243342","14573.1049283609","13626.2436481406","14937.500719369","15175.8915126441","12894.4531964629","10612.5565556293","9497.71301546317","5972.17142455573","5097.78998455475","5497.70838327985","5774.97008786204","","",
"Cayman Islands","CYM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1740.28410545305","1749.13818312402","1945.45068816727","2049.36379971898","2292.58037960181","1974.09617155896","2153.27326247657","2065.65425367285","2170.96782770879","2142.09657234761","2264.91863707719","2202.31996036706","2193.91481710233","2345.28181012039","2162.85328059404","2161.54002386306","2209.33213219678","2293.75458684904","2399.21662682596","2311.55219411824","2192.46748939146","2093.44029665285","1936.16516091053","1646.32678982431","1659.57813297538","1677.40248205105","1761.87442919766","1794.01732213218","1773.61456364017","1758.05457120745","1638.57191138119","1666.21660995085","1682.70492545045","","",
"Czechia","CZE","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4819.65584902188","4387.26367444601","4268.64538718391","4130.59833806784","3986.81722728547","4042.6111862471","4173.39126046219","4210.18489983704","4077.81993207968","3809.01218474787","4021.61848184496","4141.00267465915","4201.38475973945","4387.20916861071","4486.66998957412","4431.36895897075","4519.45697588637","4485.47979116894","4360.02770432797","4077.69663054804","4308.57118358445","4144.39895277279","4109.54462324211","4110.99172821634","3984.15406100189","3982.18836315647","3927.72515918366","4089.51341285553","4081.41868670154","4002.2461173426","3764.58101151339","4058.12213828101","3897.09744110081","3525.5883638184","",
"Germany","DEU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4421.75298411525","4303.21110441046","4191.07717344268","4123.06429325007","4089.20711052609","4119.89234314538","4247.28041587343","4203.57228180046","4177.53862595182","4080.1161545149","4094.27901518469","4210.00080103251","4108.61729515583","4096.47794323132","4131.61083697","4109.8805864045","4235.93876578004","4023.73935857078","4081.87998694017","3821.62500577239","4029.83085754355","3891.87175356307","3913.43920397127","3986.18505186393","3794.44720253102","3780.85027551891","3765.21799936242","3763.19404182465","3659.22924485198","3570.88159282488","3349.19012313459","3466.91774472334","3236.72845177468","2947.21898025059","",
"Djibouti","DJI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224.414357643502","","","","","","","","","","","","","","160.992780744779","165.640450589692","167.102144983897","163.51677705002","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304.071610151234","","","","","","","","","","","","","","568.107328584539","596.502458754037","610.41188268465","624.573329266344","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3375.49333145812","3735.64154144855","3562.82145818303","3646.52089759252","3761.11016678955","3707.41092964335","4172.12941575212","3849.84990295516","3773.46075884024","3604.16901055628","3491.17168608231","3586.44822949877","3536.23974586372","3729.38314390985","3598.35312921664","3484.59359006274","3729.69717999863","3626.53224599977","3502.69455323849","3359.26672454922","3498.02225565498","3218.55317400981","3072.08722081193","3075.55142847176","2881.22602935555","2848.24005833514","2891.35212667213","2896.91040613626","2871.31912571116","2758.1535848545","2637.52222084736","2762.32958000027","2628.91899463742","2483.13781012505","",
"Dominican Republic","DOM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","561.152919456484","554.104191409934","602.320301428522","572.287520735944","644.909410726293","664.774016514394","681.360544376303","747.226377275424","780.871349337232","797.563330655881","856.256386147598","819.653073657806","882.200793773631","783.89236996528","749.386905892802","772.037711488806","792.6097043369","812.279711429867","772.574772036856","743.587387722268","773.404254862996","780.082749539865","791.42994660033","762.355920346053","745.786212900828","797.923170664734","842.638249219176","824.396571608205","860.8644315883","938.583494670767","842.611820450654","939.195582252068","950.470105292014","","",
"Algeria","DZA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","874.398446212665","903.129128362507","902.220501427253","883.920900907848","833.35888667661","851.702645830746","808.685420917717","813.381549041801","828.485785729723","872.199058779228","873.657787057718","863.498325342364","911.440557642084","955.848483496115","954.298409338891","979.326457769033","1032.63866815022","1077.66189233078","1070.72807038599","1148.76705919113","1151.13889665565","1174.26806450034","1258.83718458975","1273.72242693806","1358.04787814425","1414.49702064392","1371.20207705232","1380.3468180174","1442.30211193457","1463.50985736009","1372.00040514264","1451.44517709293","1500.3461132579","","",
"East Asia & Pacific (excluding high income)","EAP","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","703.304111149224","685.301209536797","698.371742733227","728.354954386239","748.866642696886","791.558028950387","806.983578222847","804.923863401857","793.892273643325","804.577876897015","821.87830339423","838.946582774525","881.48749012837","975.36440573962","1085.54446307123","1172.34165831635","1254.83070198236","1326.98404241685","1356.04520456627","1424.5729153888","1550.43780728566","1634.85280450323","1676.79065780348","1716.2170525178","1750.16223549881","1740.92292705782","1732.99191158121","1786.53297433195","1866.81908127128","1940.31837233098","1970.57837416047","2075.91043919586","2131.56077489142","","",
"Early-demographic dividend","EAR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589.389896961004","601.38723088988","605.483314330531","613.155451292729","628.208611322723","636.64335248657","643.580279891809","654.773848521924","659.291109049785","674.358623954059","671.709164904242","667.328729796841","678.606549885493","689.966150310952","710.332711644536","727.552731852379","746.00749320562","765.240241447813","785.742805924303","793.136803420153","814.442213781727","825.814476343074","837.156620852292","834.240900616833","860.644147171252","859.184158592719","869.207956151565","889.678917208633","892.364928805499","898.694540992833","854.979648433513","902.597185412083","931.880929908298","","",
"East Asia & Pacific","EAS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1007.05900163665","996.649619315613","1020.44310342004","1057.33514505905","1092.14090198179","1137.85180747288","1163.80098431199","1170.07021829885","1148.75251813628","1168.77063186232","1195.62463906882","1204.91204834023","1246.68037236422","1332.93109930432","1443.52437021726","1514.66510783505","1590.70813951395","1657.55847048131","1674.52644481836","1724.88633865345","1857.02721334152","1917.62510449947","1948.50836288486","1985.6477651106","2010.11062982184","1999.85221474448","1993.23622599354","2044.46785574261","2113.28159548458","2169.82448263637","2178.60913327642","2288.60422162219","2329.23088193737","","",
"Europe & Central Asia (excluding high income)","ECA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2841.89032896015","2761.94758953314","2456.90036862418","2209.35483493613","1958.92778778323","1893.57356283658","1822.90064283784","1779.60982766161","1756.1082512533","1713.05717218277","1739.58201579035","1698.52746625102","1747.49075714747","1824.02730008381","1896.99548952195","1884.3285395147","1957.46041098837","2018.38689493601","2028.01042586494","1841.12287971358","1996.45942291695","2056.295512259","2010.88044334465","1966.67939072505","1839.54429100161","1764.66985118583","1816.69130304367","1854.47492210664","1895.6527778419","1880.59249833249","1838.33885923556","1989.61891795005","1899.43486941667","","",
"Europe & Central Asia","ECS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3748.9876163951","3712.69507970852","3492.62387231114","3371.53712552849","3185.34778012868","3194.88522767883","3232.78756516495","3168.09120169948","3156.26589908891","3152.38638122423","3177.56850645928","3220.70891302387","3222.05268604639","3309.0394525947","3343.28988909481","3345.10086813113","3389.92849444269","3361.78732367674","3369.74883718912","3149.15511584518","3310.16266248536","3271.98049767498","3248.84248295423","3186.4576298482","3068.81958676273","3037.89033874197","3077.56287610455","3119.61171862299","3148.51006462424","3079.26981769966","2938.89391871999","3168.31999043973","3026.99133966995","","",
"Ecuador","ECU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","604.385185437681","621.669111509305","616.129973808237","562.965692222008","591.015739147634","679.11036362393","701.923963874189","715.356853475628","721.83171905857","638.039870839767","638.756054226183","668.563680952542","709.305743944436","770.215737177298","785.591926855098","837.891418715488","811.02739152362","875.476008346416","762.824711258849","830.344069134027","867.465226710609","891.346717905666","872.14170563726","911.670139950059","983.236124319332","936.659126017204","885.602158222866","897.948107586853","869.583266013291","903.972772011095","785.425200484029","886.141180629787","904.739923624519","","",
"Egypt, Arab Rep.","EGY","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","575.483845804041","560.010080005679","560.116363161354","567.564444617133","535.429002261533","557.656519605487","578.900848588609","589.645718035402","615.812977770883","614.315674633034","569.773180888003","633.925532910142","636.36015276342","647.37756212477","691.9823847592","778.613553056195","806.249709401288","844.183201386035","858.95276176312","862.241313482553","837.976586337825","859.866957936731","866.626205364221","824.26623013493","832.504662047785","809.491449214396","872.324808055273","895.975889473928","870.566776978934","844.540510368646","805.020862287894","885.677855509665","900.373310803045","","",
"Euro area","EMU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3494.77662134082","3531.03178653913","3442.28413423683","3409.69301975213","3393.7604847453","3495.31020319501","3602.21661135901","3591.09094481076","3645.77050664152","3634.37243698981","3668.04898234556","3753.14963194302","3737.61948929186","3806.43676721448","3840.1563212138","3833.02100088652","3828.87966424071","3748.24069544602","3722.4677000328","3502.31519008744","3620.11067693652","3493.11123045815","3451.44557632367","3410.7878514782","3263.97947899616","3290.83654422737","3298.81673345742","3325.93473563698","3259.37324117576","3223.14727517834","2977.38422795759","3146.67123983472","2938.60245854823","2827.0191189371","",
"Eritrea","ERI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","487.810505107134","496.324286728029","496.469608395975","492.68886637698","492.09707586343","483.954445898394","310.659081046161","317.384681009183","315.395535029609","322.668541220259","299.832707809687","330.949471726041","268.667667611852","264.190146723474","245.383387133755","244.433724354807","239.25916399818","244.677921933455","248.894956494924","258.760972689353","262.063036384126","260.936166552643","265.941391175018","271.621174865657","277.263825443909","278.046653683449","282.970999568768","285.072046929144","284.944148661073","286.998662898016","289.547794683649","","",
"Spain","ESP","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2317.97017574877","2398.21804948706","2430.88437246788","2319.50158512719","2435.94127282847","2537.01654979213","2489.29122824676","2634.70993203434","2756.25555648265","2878.01236592727","2991.49306471374","3048.84384472463","3095.99686843763","3145.4023925367","3226.28942874321","3239.54436471806","3190.72627710892","3168.95970956596","3015.00798974738","2749.85548907362","2735.18257337486","2684.34318918947","2677.18038552382","2505.40342971112","2457.50601095169","2551.16315891178","2561.57771880624","2689.22672563157","2665.36385360165","2573.01236026464","2303.21008674593","2421.83064220479","2407.99572750082","2296.70804229267","",
"Estonia","EST","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6818.48447304429","6339.72373091907","4195.77321216626","3639.5461674343","4108.50204498328","3917.02322755288","4153.07801709925","4070.39889054806","3790.51957857562","3543.4730567446","3377.645508595","3589.37747318315","3375.56515275032","3680.05850823958","3952.3382123667","4015.42832630309","4006.73962643142","4690.13970340714","4142.50947696917","3360.6644887123","4419.42268300424","4311.6949178562","3984.06344804238","4435.56686367547","4226.20121103955","3695.11919135189","4579.42111654538","4444.84667060588","4359.95295201493","3661.49925395092","3366.74622873232","3426.59979577079","3558.49999898152","2880.94356450282","",
"Ethiopia","ETH","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","368.247986717548","366.903730823917","360.759293316477","362.729069533154","363.832192837619","364.887007146337","365.417427056509","364.138774400544","364.193348754706","363.234894582195","363.603550531224","366.971780860921","366.758089028477","367.63116772625","367.777166433932","365.389330954915","366.046138985671","367.675946638422","368.664919304241","368.511855785931","368.354746710272","371.365873516346","371.835988806056","376.060890534794","380.177588735816","380.062892430497","383.623509864643","382.08010457893","384.725728343228","386.237241195762","380.656754967252","373.902183810576","377.921752731092","","",
"European Union","EUU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3426.51135871146","3404.55310417381","3301.49051987624","3284.31798693325","3256.61824423212","3358.30326045607","3465.2359739522","3435.42183283743","3448.52730783359","3408.70969309598","3426.83225220192","3513.07677831561","3510.0998264193","3581.05268614995","3611.46447553455","3612.18936128331","3627.88475348044","3563.44604512438","3543.06320768429","3329.30489187122","3459.97413339704","3357.07034625039","3310.17290366266","3266.64626313804","3138.6520412643","3158.89225525243","3182.20136668899","3228.26208038099","3190.6056597075","3146.50422886702","2927.6035104921","3106.22407388264","2917.48135194194","2853.64634866238","",
"Fragile and conflict affected situations","FCS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1018.82598500498","1005.62107324461","941.437547370529","875.58466484878","821.147356950602","798.578276098248","768.869327222345","765.038199411664","727.975611889691","716.231381925399","704.769649916142","700.570475696818","716.119404115912","706.795054971014","695.065662874332","700.192301517304","678.26876596662","667.589930110227","661.995809375131","620.650386956083","677.995370633444","660.645162227848","642.135692952398","638.84737371603","612.954729455916","569.341308263123","560.782818228885","557.905319488635","540.996219877218","542.938345185775","499.198744560237","520.307482284211","499.294728934483","","",
"Finland","FIN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5691.62343795639","5742.82671829269","5381.02847300418","5617.27677077652","5972.65301332318","5662.00742267697","6070.34663389252","6277.08095861145","6319.46583521513","6284.09468261203","6257.21912070832","6405.85272256556","6722.82613567459","7072.1791412038","7128.99567069435","6555.77647291287","7106.70978937984","6968.91134494832","6654.45363101075","6255.05051638905","6812.6019950935","6522.93869318769","6265.77228948066","6138.31405576065","6246.04153603753","5921.59681653244","6120.63301519281","6070.15750826277","6165.44402350648","6024.64068885194","5739.07303589647","5994.29375783761","5681.8747010757","5866.62607538471","",
"Fiji","FJI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","369.58526656632","","","","","","","","","","","","","","761.694759402813","655.047320935788","627.8324058111","583.628117509735","","","","","","","","","","","","","","","","","",
"France","FRA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3840.38016522288","4038.74080575956","3949.35437781199","3997.24943203967","3831.11796465812","3975.88904728611","4186.80246709718","4043.67394488538","4146.55454542881","4117.93049493822","4130.17270058081","4240.43326978854","4220.32024855816","4296.52922711295","4327.18683304848","4313.6963002429","4214.29234630039","4142.17819118209","4137.71989985562","3938.38637955439","4040.43955470086","3945.32586336777","3925.35400616786","3922.03005304637","3752.44922714937","3795.9498874457","3715.23346860046","3700.96956491664","3665.53572999823","3601.76570846162","3224.46770851692","3470.00297348378","3102.40310926754","3138.35191037802","",
"Faroe Islands","FRO","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.08359172965","1207.03874856033","1256.01226770013","1294.00384259768","1117.36470549403","1194.21566119698","1212.43813569091","1196.8182090102","1241.26399218341","1177.82369057002","1153.06155311667","1205.62017172291","1417.03968600606","1621.16641537009","1829.65618455084","2074.20458463989","2263.43017323991","2419.6346592973","2578.18479820338","2728.50138573496","2957.4674143756","2295.78142116486","1955.40804605842","2771.53824040148","2602.65376634085","2550.96047927478","2489.24179859903","2263.59335681829","2294.91220106774","2205.67182377894","2140.11585242125","2101.49682483071","2096.2456480631","","",
"United Kingdom","GBR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3597.3010525851","3707.89443811568","3684.81144729003","3713.443124142","3733.80487842151","3729.55293237334","3880.31355582242","3760.81073205794","3787.50885825831","3784.31837908023","3786.40281086309","3785.6601241847","3716.62337347063","3764.06191688174","3697.50381825103","3689.55051742336","3601.05090812166","3443.58715993443","3370.1581117517","3144.00201324492","3235.05383786127","2973.83120573757","3029.28503094176","2962.79311576845","2768.72034725961","2773.59433176452","2696.79119386172","2655.25802044277","2625.36462199651","2508.23164972519","2306.44162022185","2371.51532800537","2257.13758782301","2151.22680827314","",
"Georgia","GEO","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2585.81272484196","2079.27159733069","1776.99680781127","1548.52250758043","968.80714712397","799.90460076894","834.097042101285","755.882765182464","716.288859651759","669.381104463705","703.790688330461","640.36762423724","639.469430603328","684.636577306364","708.052613597414","727.945648077707","781.34402083108","865.688124609239","780.788490925027","811.604883767971","824.605083052625","943.642090063012","993.847722414941","1118.86616651538","1193.781897604","1259.15997860484","1300.49894445527","1312.78610346067","1301.87728809329","1371.17934672286","1327.38644455455","1425.96785615054","1543.58379982411","","",
"Ghana","GHA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","343.736504631431","346.842908215595","350.413755045689","358.208685416489","363.878561541399","371.979573023255","375.516649147209","383.784688131443","395.747512800287","401.340038042534","322.127334642966","313.165728366048","303.745365125789","281.217826361178","270.192103863779","261.893368449293","275.072843065691","264.071017059123","275.17472403187","274.01988137685","296.099589771501","303.487492260089","329.325111415578","323.671149524462","321.354700935333","329.310413380585","327.900376302991","321.689981223707","350.473174277428","354.248843433875","367.161102921615","361.944978890071","359.179379052306","","",
"Gibraltar","GIB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2115.3667829987","2813.0857331992","3414.11539118556","3425.19309459902","3924.79251552807","3829.97949444687","3886.77445925277","4019.73262325013","4227.52917936705","4401.38166434396","4613.31422552377","4697.98487780164","4773.31348870741","4768.63933812775","5086.34044184976","5143.33995412235","5304.09958990312","5195.45146733217","5220.16464960047","5548.24845035493","5535.46461653978","5303.4954304843","5366.18399616438","5613.1402126548","5915.64502450763","6357.37503902618","6576.81314975242","6890.92556192057","7190.5950344648","7476.80384692666","6822.75357269776","6723.81850183662","6522.23499259331","","",
"Guinea","GIN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5870250764201","","","","","","","","","","","","","","66.6127185884025","64.7856046386493","66.4616460917346","75.3210773292618","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.6529652274027","","","","","","","","","","","","","","63.7243315058282","62.9711526978072","63.5906233506182","65.4727199297581","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280.053730785481","271.834315537101","261.679745781367","258.032501247882","252.114582471287","246.344951358607","255.349223595514","277.798468827221","288.860727954079","297.691966348771","342.94581014711","346.083765897848","450.928237072084","453.514851450604","1539.1056670147","1455.03413482451","1362.7589016065","1453.90111971209","1403.26066049911","1375.88349844257","1352.16483458066","1451.36432822459","1434.92228201116","1674.89731821487","1480.61701335792","1329.54186375437","1510.32394648061","1291.24482554605","1409.34005936781","1273.74315217578","1121.3790829434","1300.88396062046","1283.9351679017","","",
"Greece","GRC","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2102.69488021793","2094.63547017199","2129.91226887459","2090.7776810471","2138.26711244512","2147.14873218934","2206.11405582656","2284.8871389477","2392.93510906742","2393.20228327082","2512.02003858494","2583.56128087388","2603.6056227148","2672.75982215817","2717.47100440097","2758.67496021751","2748.70086926019","2737.50471822283","2749.77926334315","2654.84323438585","2487.52918925294","2413.16129816794","2408.75576544664","2133.12835852595","2128.79231677777","2148.04707916151","2109.41656684289","2148.0515638287","2089.36044213673","2058.5433840771","1840.48388256342","1923.02095463019","1960.67533913558","1868.75507336922","",
"Grenada","GRD","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424.926688476045","","","","","","","","","","","","","","676.893242958938","719.922722219184","735.461025105552","732.885760301117","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488.840526784134","489.32506074394","502.681068259635","487.931596645511","500.751009723185","516.44742102637","517.245036950191","527.538464213906","559.049507337427","600.767330241403","615.959274265347","617.59711543474","691.770542221836","690.150548663056","695.803562778047","696.528906315535","686.763346928881","720.41253856336","686.736367338845","721.327289373788","714.074532356674","714.303324282615","734.084473337375","738.982674301733","756.287525577607","787.263517462421","833.55203066865","817.676720672477","833.831068721414","851.576981433866","823.751784803862","924.210448799794","887.8389253262","","",
"Guam","GUM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","509.519852139102","","","","","","","","","","","","","","628.2642854707","650.533437418683","658.791039387799","660.623284856797","","","","","","","","","","","","","","","","","",
"High income","HIC","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4720.18285812141","4723.35361189567","4671.65164395347","4669.66827275935","4637.55158826568","4682.44330610282","4776.43429727368","4758.96757757443","4743.18864700865","4806.89739781956","4892.43318146997","4881.2411211989","4898.16856028861","4954.28346472344","5011.7894520832","5013.81947874193","5020.85255828277","5019.88276771962","4960.69670033753","4724.53395333149","4892.41638743621","4809.29031521117","4761.56641890327","4749.06356152179","4708.04687985117","4676.69288714313","4674.01563875479","4691.85817002644","4736.09647610277","4670.21985476248","4384.83581545176","4632.59010628621","4567.76110164522","4229.73313452626","",
"Hong Kong SAR, China","HKG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1643.83924591339","1703.23035254986","1994.28603038223","1817.02187880225","1856.80780329279","1781.19266302718","1697.25887154868","1588.71002046421","2006.21136133719","2391.77782698951","2121.26333389026","2078.72020108504","1934.25829611026","2027.39386284231","1823.00666629868","1864.70663999897","1899.44680195877","2045.97032642374","1985.30653602798","2043.27170232303","1922.62411959812","2037.95845611292","1944.99681879757","1907.46340816256","1904.11999210825","2030.16882885741","2081.70251975178","1868.11658156736","1916.57759637005","1876.91855569536","1655.13405911583","1671.63130147382","1566.39613487602","","",
"Honduras","HND","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477.827221914214","468.532678842673","474.956821287762","471.843222153003","476.121360771182","492.057826073647","480.292741769501","510.173822449021","533.431598723603","470.24981885708","456.244812117242","478.946954835196","488.702609745866","517.349761686349","546.865600910087","529.297368453255","563.815954585841","589.594179013274","585.573728824361","565.847197127184","561.818507536758","607.415805872968","611.212692944522","613.620494738777","604.093043217727","659.394073401803","616.39140542774","537.592382183152","565.077916293092","583.591911432311","544.573855679284","569.966470568883","573.344445082903","","",
